question_id,question_domain,question_type,answer_score,rationale_score,wA,wR,Final Score,Explanation Code
345,Cybersecurity,TF,2.0,2.0,1.0,1.0,100.0,E0
346,Computer Systems and Architecture,MS,2.0,2.0,1.0,1.0,100.0,E0
347,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
348,Cybersecurity,MC,2.0,2.0,1.0,1.0,100.0,E0
349,Data Structures and Algorithms,MS,2.0,2.0,1.0,1.0,100.0,E0
350,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
351,Computer Systems and Architecture,FB,1.0,2.0,0.5,1.0,32.5,E0
352,Software Engineering and AI Fundamentals,FB,2.0,2.0,1.0,1.0,100.0,E0
353,Computer Systems and Architecture,TF,2.0,2.0,1.0,1.0,100.0,E0
354,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
355,Cybersecurity,MC,2.0,2.0,1.0,1.0,100.0,E0
356,Data Structures and Algorithms,MS,0.0,2.0,0.0,1.0,0.0,E0
357,Data Structures and Algorithms,MC,2.0,2.0,1.0,1.0,100.0,E0
358,Data Structures and Algorithms,OE,2.0,2.0,1.0,1.0,100.0,E0
359,Software Engineering and AI Fundamentals,MS,0.0,1.0,0.0,0.5,0.0,E1
360,Software Engineering and AI Fundamentals,OE,2.0,2.0,1.0,1.0,100.0,E0
361,Software Engineering and AI Fundamentals,MS,2.0,2.0,1.0,1.0,100.0,E0
362,Software Engineering and AI Fundamentals,FB,2.0,1.0,1.0,0.5,32.5,E3
363,Databases and Information Systems,TF,2.0,2.0,1.0,1.0,100.0,E0
364,Software Engineering and AI Fundamentals,OE,1.0,2.0,0.5,1.0,32.5,E0
365,Data Structures and Algorithms,MS,2.0,2.0,1.0,1.0,100.0,E0
366,Software Engineering and AI Fundamentals,OE,1.0,2.0,0.5,1.0,32.5,E0
367,Software Engineering and AI Fundamentals,FB,2.0,2.0,1.0,1.0,100.0,E0
368,Cybersecurity,TF,2.0,2.0,1.0,1.0,100.0,E0
369,Software Engineering and AI Fundamentals,OE,2.0,2.0,1.0,1.0,100.0,E0
370,Data Structures and Algorithms,OE,2.0,2.0,1.0,1.0,100.0,E0
371,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
372,Data Structures and Algorithms,MC,2.0,2.0,1.0,1.0,100.0,E0
373,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
374,Computer Systems and Architecture,OE,1.0,2.0,0.5,1.0,32.5,E0
375,Computer Systems and Architecture,MC,2.0,2.0,1.0,1.0,100.0,E0
376,Computer Systems and Architecture,MC,2.0,2.0,1.0,1.0,100.0,E0
377,Computer Systems and Architecture,MC,2.0,2.0,1.0,1.0,100.0,E0
378,Software Engineering and AI Fundamentals,MC,0.0,2.0,0.0,1.0,0.0,E0
379,Data Structures and Algorithms,OE,2.0,2.0,1.0,1.0,100.0,E0
380,Computer Systems and Architecture,FB,2.0,2.0,1.0,1.0,100.0,E0
381,Software Engineering and AI Fundamentals,MS,2.0,2.0,1.0,1.0,100.0,E0
382,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
383,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
384,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
385,Software Engineering and AI Fundamentals,TF,0.0,1.0,0.0,0.5,0.0,E1
386,Computer Systems and Architecture,FB,2.0,2.0,1.0,1.0,100.0,E0
387,Computer Systems and Architecture,MC,2.0,2.0,1.0,1.0,100.0,E0
388,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
389,Cybersecurity,MC,0.0,1.0,0.0,0.5,0.0,E3
390,Computer Systems and Architecture,MS,2.0,2.0,1.0,1.0,100.0,E0
391,Databases and Information Systems,FB,1.0,1.0,0.5,0.5,50.0,E1
392,Cybersecurity,TF,2.0,2.0,1.0,1.0,100.0,E0
393,Software Engineering and AI Fundamentals,TF,2.0,1.0,1.0,0.5,32.5,E3
394,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
395,Computer Systems and Architecture,FB,2.0,2.0,1.0,1.0,100.0,E0
396,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
397,Data Structures and Algorithms,MC,2.0,2.0,1.0,1.0,100.0,E0
398,Data Structures and Algorithms,MC,2.0,2.0,1.0,1.0,100.0,E0
399,Software Engineering and AI Fundamentals,MS,2.0,2.0,1.0,1.0,100.0,E0
400,Computer Systems and Architecture,TF,2.0,2.0,1.0,1.0,100.0,E0
401,Data Structures and Algorithms,MS,2.0,2.0,1.0,1.0,100.0,E0
402,Computer Systems and Architecture,MS,2.0,2.0,1.0,1.0,100.0,E0
403,Data Structures and Algorithms,MS,2.0,2.0,1.0,1.0,100.0,E0
404,Data Structures and Algorithms,MS,2.0,2.0,1.0,1.0,100.0,E0
405,Software Engineering and AI Fundamentals,TF,2.0,2.0,1.0,1.0,100.0,E0
406,Software Engineering and AI Fundamentals,TF,2.0,2.0,1.0,1.0,100.0,E0
407,Databases and Information Systems,MS,2.0,2.0,1.0,1.0,100.0,E0
408,Cybersecurity,MS,2.0,2.0,1.0,1.0,100.0,E0
409,Databases and Information Systems,TF,0.0,1.0,0.0,0.5,0.0,E1
410,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
411,Software Engineering and AI Fundamentals,MS,2.0,2.0,1.0,1.0,100.0,E0
412,Software Engineering and AI Fundamentals,FB,1.0,2.0,0.5,1.0,32.5,E0
413,Data Structures and Algorithms,MS,2.0,2.0,1.0,1.0,100.0,E0
414,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
415,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
416,Data Structures and Algorithms,FB,1.0,1.0,0.5,0.5,50.0,E3
417,Cybersecurity,MC,2.0,2.0,1.0,1.0,100.0,E0
418,Software Engineering and AI Fundamentals,MS,2.0,2.0,1.0,1.0,100.0,E0
419,Computer Systems and Architecture,FB,0.0,1.0,0.0,0.5,0.0,E3
420,Software Engineering and AI Fundamentals,TF,2.0,2.0,1.0,1.0,100.0,E0
421,Software Engineering and AI Fundamentals,TF,2.0,2.0,1.0,1.0,100.0,E0
422,Software Engineering and AI Fundamentals,OE,0.0,2.0,0.0,1.0,0.0,E0
423,Software Engineering and AI Fundamentals,FB,2.0,2.0,1.0,1.0,100.0,E0
424,Computer Systems and Architecture,OE,1.0,2.0,0.5,1.0,32.5,E0
425,Cybersecurity,MS,2.0,2.0,1.0,1.0,100.0,E0
426,Software Engineering and AI Fundamentals,OE,1.0,2.0,0.5,1.0,32.5,E0
427,Data Structures and Algorithms,MC,0.0,1.0,0.0,0.5,0.0,E3
428,Software Engineering and AI Fundamentals,MS,2.0,2.0,1.0,1.0,100.0,E0
429,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
430,Software Engineering and AI Fundamentals,MS,2.0,2.0,1.0,1.0,100.0,E0
431,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
432,Databases and Information Systems,MS,2.0,2.0,1.0,1.0,100.0,E0
433,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
434,Computer Systems and Architecture,TF,2.0,2.0,1.0,1.0,100.0,E0
435,Data Structures and Algorithms,MC,2.0,2.0,1.0,1.0,100.0,E0
436,Databases and Information Systems,MC,2.0,2.0,1.0,1.0,100.0,E0
437,Software Engineering and AI Fundamentals,FB,1.0,2.0,0.5,1.0,32.5,E0
438,Data Structures and Algorithms,TF,2.0,1.0,1.0,0.5,32.5,E1
439,Computer Systems and Architecture,OE,2.0,2.0,1.0,1.0,100.0,E0
440,Databases and Information Systems,OE,2.0,2.0,1.0,1.0,100.0,E0
441,Databases and Information Systems,FB,2.0,2.0,1.0,1.0,100.0,E0
442,Computer Systems and Architecture,TF,2.0,2.0,1.0,1.0,100.0,E0
443,Data Structures and Algorithms,FB,1.0,2.0,0.5,1.0,32.5,E0
444,Software Engineering and AI Fundamentals,OE,2.0,2.0,1.0,1.0,100.0,E0
445,Computer Systems and Architecture,TF,2.0,2.0,1.0,1.0,100.0,E0
446,Computer Systems and Architecture,TF,2.0,2.0,1.0,1.0,100.0,E0
447,Software Engineering and AI Fundamentals,MS,2.0,2.0,1.0,1.0,100.0,E0
448,Computer Systems and Architecture,MS,2.0,2.0,1.0,1.0,100.0,E0
449,Cybersecurity,FB,2.0,2.0,1.0,1.0,100.0,E0
450,Computer Systems and Architecture,MC,0.0,1.0,0.0,0.5,0.0,E1
451,Computer Systems and Architecture,MC,2.0,2.0,1.0,1.0,100.0,E0
452,Software Engineering and AI Fundamentals,MS,0.0,2.0,0.0,1.0,0.0,E0
453,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
454,Computer Systems and Architecture,MS,0.0,2.0,0.0,1.0,0.0,E0
455,Computer Systems and Architecture,FB,2.0,2.0,1.0,1.0,100.0,E0
456,Software Engineering and AI Fundamentals,OE,2.0,2.0,1.0,1.0,100.0,E0
457,Software Engineering and AI Fundamentals,MC,2.0,1.0,1.0,0.5,32.5,E3
458,Software Engineering and AI Fundamentals,FB,1.0,2.0,0.5,1.0,32.5,E0
459,Computer Systems and Architecture,MS,2.0,2.0,1.0,1.0,100.0,E0
460,Data Structures and Algorithms,OE,2.0,2.0,1.0,1.0,100.0,E0
461,Software Engineering and AI Fundamentals,FB,2.0,2.0,1.0,1.0,100.0,E0
462,Software Engineering and AI Fundamentals,MS,0.0,1.0,0.0,0.5,0.0,E3
463,Software Engineering and AI Fundamentals,TF,2.0,2.0,1.0,1.0,100.0,E0
464,Cybersecurity,MC,2.0,2.0,1.0,1.0,100.0,E0
465,Cybersecurity,MC,2.0,2.0,1.0,1.0,100.0,E0
466,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
467,Databases and Information Systems,OE,2.0,2.0,1.0,1.0,100.0,E0
468,Databases and Information Systems,MS,2.0,2.0,1.0,1.0,100.0,E0
469,Computer Systems and Architecture,FB,2.0,1.0,1.0,0.5,32.5,E3
470,Data Structures and Algorithms,OE,2.0,2.0,1.0,1.0,100.0,E0
471,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
472,Software Engineering and AI Fundamentals,OE,2.0,2.0,1.0,1.0,100.0,E0
473,Software Engineering and AI Fundamentals,OE,1.0,2.0,0.5,1.0,32.5,E0
474,Software Engineering and AI Fundamentals,FB,2.0,2.0,1.0,1.0,100.0,E0
475,Cybersecurity,MC,2.0,2.0,1.0,1.0,100.0,E0
476,Cybersecurity,MS,2.0,2.0,1.0,1.0,100.0,E0
477,Cybersecurity,TF,2.0,2.0,1.0,1.0,100.0,E0
478,Software Engineering and AI Fundamentals,TF,2.0,2.0,1.0,1.0,100.0,E0
479,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
480,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
481,Computer Systems and Architecture,MS,2.0,2.0,1.0,1.0,100.0,E0
482,Computer Systems and Architecture,TF,2.0,2.0,1.0,1.0,100.0,E0
483,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
484,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
485,Cybersecurity,MS,2.0,1.0,1.0,0.5,32.5,E3
486,Software Engineering and AI Fundamentals,TF,2.0,2.0,1.0,1.0,100.0,E0
487,Cybersecurity,MC,2.0,2.0,1.0,1.0,100.0,E0
488,Cybersecurity,FB,2.0,2.0,1.0,1.0,100.0,E0
489,Databases and Information Systems,MS,2.0,2.0,1.0,1.0,100.0,E0
490,Cybersecurity,TF,2.0,2.0,1.0,1.0,100.0,E0
491,Software Engineering and AI Fundamentals,OE,2.0,1.0,1.0,0.5,32.5,E3
492,Software Engineering and AI Fundamentals,OE,2.0,2.0,1.0,1.0,100.0,E0
493,Computer Systems and Architecture,OE,2.0,2.0,1.0,1.0,100.0,E0
494,Computer Systems and Architecture,OE,1.0,2.0,0.5,1.0,32.5,E0
495,Data Structures and Algorithms,MS,2.0,2.0,1.0,1.0,100.0,E0
496,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
497,Databases and Information Systems,MS,2.0,2.0,1.0,1.0,100.0,E0
498,Computer Systems and Architecture,MS,0.0,2.0,0.0,1.0,0.0,E0
499,Databases and Information Systems,TF,2.0,2.0,1.0,1.0,100.0,E0
500,Databases and Information Systems,FB,2.0,2.0,1.0,1.0,100.0,E0
501,Data Structures and Algorithms,MC,2.0,2.0,1.0,1.0,100.0,E0
502,Data Structures and Algorithms,MC,2.0,2.0,1.0,1.0,100.0,E0
503,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
504,Cybersecurity,TF,2.0,2.0,1.0,1.0,100.0,E0
505,Computer Systems and Architecture,MC,2.0,2.0,1.0,1.0,100.0,E0
506,Software Engineering and AI Fundamentals,OE,2.0,2.0,1.0,1.0,100.0,E0
507,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
508,Data Structures and Algorithms,MC,2.0,2.0,1.0,1.0,100.0,E0
509,Software Engineering and AI Fundamentals,FB,2.0,1.0,1.0,0.5,32.5,E3
510,Data Structures and Algorithms,OE,2.0,2.0,1.0,1.0,100.0,E0
511,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
512,Cybersecurity,MC,2.0,2.0,1.0,1.0,100.0,E0
513,Data Structures and Algorithms,FB,1.0,2.0,0.5,1.0,32.5,E0
514,Data Structures and Algorithms,MS,2.0,2.0,1.0,1.0,100.0,E0
515,Software Engineering and AI Fundamentals,TF,2.0,2.0,1.0,1.0,100.0,E0
516,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
517,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
518,Databases and Information Systems,OE,1.0,2.0,0.5,1.0,32.5,E0
519,Cybersecurity,MC,2.0,2.0,1.0,1.0,100.0,E0
520,Databases and Information Systems,MC,2.0,2.0,1.0,1.0,100.0,E0
521,Computer Systems and Architecture,MC,2.0,2.0,1.0,1.0,100.0,E0
522,Computer Systems and Architecture,FB,2.0,2.0,1.0,1.0,100.0,E0
523,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
524,Software Engineering and AI Fundamentals,FB,1.0,1.0,0.5,0.5,50.0,E3
525,Software Engineering and AI Fundamentals,OE,0.0,2.0,0.0,1.0,0.0,E0
526,Cybersecurity,MC,2.0,1.0,1.0,0.5,32.5,E3
527,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
528,Software Engineering and AI Fundamentals,OE,1.0,2.0,0.5,1.0,32.5,E0
529,Computer Systems and Architecture,TF,2.0,2.0,1.0,1.0,100.0,E0
530,Databases and Information Systems,MC,2.0,1.0,1.0,0.5,32.5,E3
531,Databases and Information Systems,OE,2.0,2.0,1.0,1.0,100.0,E0
532,Computer Systems and Architecture,TF,2.0,2.0,1.0,1.0,100.0,E0
533,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
534,Cybersecurity,MS,2.0,2.0,1.0,1.0,100.0,E0
535,Software Engineering and AI Fundamentals,TF,2.0,2.0,1.0,1.0,100.0,E0
536,Software Engineering and AI Fundamentals,TF,2.0,2.0,1.0,1.0,100.0,E0
537,Databases and Information Systems,FB,0.0,0.0,0.0,0.0,0.0,E3
538,Data Structures and Algorithms,MC,2.0,2.0,1.0,1.0,100.0,E0
539,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
540,Software Engineering and AI Fundamentals,MS,2.0,2.0,1.0,1.0,100.0,E0
541,Databases and Information Systems,MS,2.0,2.0,1.0,1.0,100.0,E0
542,Databases and Information Systems,MC,2.0,2.0,1.0,1.0,100.0,E0
543,Data Structures and Algorithms,OE,1.0,2.0,0.5,1.0,32.5,E0
544,Software Engineering and AI Fundamentals,MS,2.0,2.0,1.0,1.0,100.0,E0
545,Databases and Information Systems,TF,2.0,2.0,1.0,1.0,100.0,E0
546,Data Structures and Algorithms,TF,2.0,1.0,1.0,0.5,32.5,E1
547,Data Structures and Algorithms,OE,2.0,2.0,1.0,1.0,100.0,E0
548,Computer Systems and Architecture,MC,2.0,2.0,1.0,1.0,100.0,E0
549,Computer Systems and Architecture,MS,2.0,2.0,1.0,1.0,100.0,E0
550,Cybersecurity,MS,0.0,2.0,0.0,1.0,0.0,E0
551,Data Structures and Algorithms,FB,1.0,2.0,0.5,1.0,32.5,E0
552,Computer Systems and Architecture,MC,2.0,2.0,1.0,1.0,100.0,E0
553,Cybersecurity,TF,2.0,2.0,1.0,1.0,100.0,E0
554,Software Engineering and AI Fundamentals,OE,2.0,2.0,1.0,1.0,100.0,E0
555,Cybersecurity,FB,0.0,1.0,0.0,0.5,0.0,E3
556,Software Engineering and AI Fundamentals,OE,2.0,2.0,1.0,1.0,100.0,E0
557,Computer Systems and Architecture,MC,2.0,2.0,1.0,1.0,100.0,E0
558,Data Structures and Algorithms,MC,2.0,2.0,1.0,1.0,100.0,E0
559,Databases and Information Systems,MC,2.0,2.0,1.0,1.0,100.0,E0
560,Computer Systems and Architecture,FB,1.0,2.0,0.5,1.0,32.5,E0
561,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
562,Data Structures and Algorithms,OE,2.0,2.0,1.0,1.0,100.0,E0
563,Data Structures and Algorithms,FB,1.0,2.0,0.5,1.0,32.5,E0
564,Software Engineering and AI Fundamentals,OE,2.0,2.0,1.0,1.0,100.0,E0
565,Data Structures and Algorithms,MC,2.0,2.0,1.0,1.0,100.0,E0
566,Cybersecurity,FB,2.0,2.0,1.0,1.0,100.0,E0
567,Databases and Information Systems,FB,2.0,2.0,1.0,1.0,100.0,E0
568,Data Structures and Algorithms,MS,2.0,2.0,1.0,1.0,100.0,E0
569,Software Engineering and AI Fundamentals,TF,2.0,2.0,1.0,1.0,100.0,E0
570,Software Engineering and AI Fundamentals,MC,0.0,1.0,0.0,0.5,0.0,E1
571,Software Engineering and AI Fundamentals,FB,0.0,1.0,0.0,0.5,0.0,E3
572,Data Structures and Algorithms,OE,2.0,2.0,1.0,1.0,100.0,E0
573,Cybersecurity,MC,2.0,2.0,1.0,1.0,100.0,E0
574,Software Engineering and AI Fundamentals,TF,2.0,2.0,1.0,1.0,100.0,E0
575,Cybersecurity,FB,2.0,2.0,1.0,1.0,100.0,E0
576,Databases and Information Systems,MS,2.0,2.0,1.0,1.0,100.0,E0
577,Databases and Information Systems,MC,2.0,2.0,1.0,1.0,100.0,E0
578,Data Structures and Algorithms,OE,2.0,2.0,1.0,1.0,100.0,E0
579,Computer Systems and Architecture,MS,2.0,2.0,1.0,1.0,100.0,E0
580,Data Structures and Algorithms,OE,1.0,2.0,0.5,1.0,32.5,E0
581,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
582,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
583,Databases and Information Systems,TF,2.0,2.0,1.0,1.0,100.0,E0
584,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
585,Computer Systems and Architecture,MC,0.0,1.0,0.0,0.5,0.0,E3
586,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
587,Data Structures and Algorithms,MC,2.0,2.0,1.0,1.0,100.0,E0
588,Data Structures and Algorithms,OE,2.0,2.0,1.0,1.0,100.0,E0
589,Software Engineering and AI Fundamentals,OE,1.0,2.0,0.5,1.0,32.5,E0
590,Cybersecurity,FB,2.0,2.0,1.0,1.0,100.0,E0
591,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
592,Software Engineering and AI Fundamentals,FB,2.0,2.0,1.0,1.0,100.0,E0
593,Software Engineering and AI Fundamentals,TF,2.0,2.0,1.0,1.0,100.0,E0
594,Computer Systems and Architecture,OE,0.0,1.0,0.0,0.5,0.0,E3
595,Databases and Information Systems,FB,2.0,2.0,1.0,1.0,100.0,E0
596,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
597,Databases and Information Systems,OE,2.0,2.0,1.0,1.0,100.0,E0
598,Cybersecurity,FB,2.0,2.0,1.0,1.0,100.0,E0
599,Cybersecurity,MS,2.0,2.0,1.0,1.0,100.0,E0
600,Data Structures and Algorithms,OE,1.0,2.0,0.5,1.0,32.5,E0
601,Cybersecurity,OE,2.0,2.0,1.0,1.0,100.0,E0
602,Software Engineering and AI Fundamentals,TF,2.0,1.0,1.0,0.5,32.5,E3
603,Databases and Information Systems,FB,2.0,2.0,1.0,1.0,100.0,E0
604,Software Engineering and AI Fundamentals,TF,2.0,2.0,1.0,1.0,100.0,E0
605,Cybersecurity,MC,2.0,2.0,1.0,1.0,100.0,E0
606,Cybersecurity,MC,2.0,2.0,1.0,1.0,100.0,E0
607,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
608,Computer Systems and Architecture,OE,2.0,2.0,1.0,1.0,100.0,E0
609,Computer Systems and Architecture,TF,2.0,2.0,1.0,1.0,100.0,E0
610,Computer Systems and Architecture,TF,2.0,2.0,1.0,1.0,100.0,E0
611,Databases and Information Systems,FB,2.0,2.0,1.0,1.0,100.0,E0
612,Data Structures and Algorithms,OE,2.0,2.0,1.0,1.0,100.0,E0
613,Software Engineering and AI Fundamentals,FB,2.0,2.0,1.0,1.0,100.0,E0
614,Computer Systems and Architecture,OE,1.0,1.0,0.5,0.5,50.0,E3
615,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
616,Software Engineering and AI Fundamentals,OE,2.0,2.0,1.0,1.0,100.0,E0
617,Databases and Information Systems,OE,2.0,2.0,1.0,1.0,100.0,E0
618,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
619,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
620,Software Engineering and AI Fundamentals,OE,1.0,2.0,0.5,1.0,32.5,E0
621,Software Engineering and AI Fundamentals,FB,2.0,2.0,1.0,1.0,100.0,E0
622,Computer Systems and Architecture,OE,2.0,2.0,1.0,1.0,100.0,E0
623,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
624,Databases and Information Systems,TF,0.0,1.0,0.0,0.5,0.0,E3
625,Data Structures and Algorithms,MS,1.0,2.0,0.5,1.0,32.5,E0
626,Data Structures and Algorithms,MC,2.0,2.0,1.0,1.0,100.0,E0
627,Data Structures and Algorithms,MC,2.0,1.0,1.0,0.5,32.5,E1
628,Cybersecurity,TF,2.0,2.0,1.0,1.0,100.0,E0
629,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
630,Software Engineering and AI Fundamentals,TF,2.0,2.0,1.0,1.0,100.0,E0
631,Computer Systems and Architecture,MS,2.0,2.0,1.0,1.0,100.0,E0
632,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
633,Software Engineering and AI Fundamentals,FB,2.0,2.0,1.0,1.0,100.0,E0
634,Computer Systems and Architecture,MS,2.0,2.0,1.0,1.0,100.0,E0
635,Computer Systems and Architecture,FB,2.0,1.0,1.0,0.5,32.5,E3
636,Computer Systems and Architecture,TF,2.0,2.0,1.0,1.0,100.0,E0
637,Computer Systems and Architecture,TF,2.0,2.0,1.0,1.0,100.0,E0
638,Data Structures and Algorithms,MS,0.0,1.0,0.0,0.5,0.0,E3
639,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
640,Cybersecurity,TF,2.0,2.0,1.0,1.0,100.0,E0
641,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
642,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
643,Cybersecurity,TF,2.0,2.0,1.0,1.0,100.0,E0
644,Cybersecurity,FB,2.0,2.0,1.0,1.0,100.0,E0
645,Computer Systems and Architecture,TF,2.0,2.0,1.0,1.0,100.0,E0
646,Data Structures and Algorithms,MC,2.0,2.0,1.0,1.0,100.0,E0
647,Computer Systems and Architecture,OE,2.0,2.0,1.0,1.0,100.0,E0
648,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
649,Software Engineering and AI Fundamentals,TF,2.0,1.0,1.0,0.5,32.5,E3
650,Computer Systems and Architecture,TF,2.0,2.0,1.0,1.0,100.0,E0
651,Software Engineering and AI Fundamentals,TF,2.0,2.0,1.0,1.0,100.0,E0
652,Databases and Information Systems,MC,2.0,2.0,1.0,1.0,100.0,E0
653,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
654,Data Structures and Algorithms,MC,2.0,2.0,1.0,1.0,100.0,E0
655,Cybersecurity,OE,2.0,2.0,1.0,1.0,100.0,E0
656,Databases and Information Systems,MS,2.0,2.0,1.0,1.0,100.0,E0
657,Software Engineering and AI Fundamentals,MS,2.0,2.0,1.0,1.0,100.0,E0
658,Computer Systems and Architecture,TF,0.0,1.0,0.0,0.5,0.0,E1
659,Cybersecurity,TF,2.0,2.0,1.0,1.0,100.0,E0
660,Software Engineering and AI Fundamentals,OE,2.0,2.0,1.0,1.0,100.0,E0
661,Software Engineering and AI Fundamentals,OE,2.0,2.0,1.0,1.0,100.0,E0
662,Computer Systems and Architecture,FB,2.0,2.0,1.0,1.0,100.0,E0
663,Data Structures and Algorithms,MS,2.0,2.0,1.0,1.0,100.0,E0
664,Software Engineering and AI Fundamentals,MS,2.0,2.0,1.0,1.0,100.0,E0
665,Computer Systems and Architecture,OE,2.0,2.0,1.0,1.0,100.0,E0
666,Computer Systems and Architecture,TF,2.0,1.0,1.0,0.5,32.5,E1
667,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
668,Computer Systems and Architecture,TF,2.0,2.0,1.0,1.0,100.0,E0
669,Databases and Information Systems,MC,2.0,2.0,1.0,1.0,100.0,E0
670,Computer Systems and Architecture,MC,2.0,2.0,1.0,1.0,100.0,E0
671,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
672,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
673,Computer Systems and Architecture,FB,0.0,1.0,0.0,0.5,0.0,E1
674,Databases and Information Systems,MS,2.0,2.0,1.0,1.0,100.0,E0
675,Cybersecurity,MC,2.0,2.0,1.0,1.0,100.0,E0
676,Data Structures and Algorithms,OE,2.0,2.0,1.0,1.0,100.0,E0
677,Computer Systems and Architecture,OE,1.0,2.0,0.5,1.0,32.5,E0
678,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
679,Computer Systems and Architecture,MC,2.0,2.0,1.0,1.0,100.0,E0
680,Software Engineering and AI Fundamentals,OE,2.0,2.0,1.0,1.0,100.0,E0
681,Computer Systems and Architecture,FB,2.0,2.0,1.0,1.0,100.0,E0
682,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
683,Databases and Information Systems,FB,2.0,2.0,1.0,1.0,100.0,E0
684,Software Engineering and AI Fundamentals,FB,0.0,1.0,0.0,0.5,0.0,E3
685,Cybersecurity,MS,2.0,2.0,1.0,1.0,100.0,E0
686,Computer Systems and Architecture,MC,2.0,2.0,1.0,1.0,100.0,E0
687,Cybersecurity,TF,2.0,2.0,1.0,1.0,100.0,E0
688,Cybersecurity,MC,2.0,2.0,1.0,1.0,100.0,E0
689,Software Engineering and AI Fundamentals,FB,2.0,2.0,1.0,1.0,100.0,E0
