question_id,question_domain,question_type,average_answer_score,average_rationale_score,wA,wR,Final Score,Explanation Code
328,Software Engineering and AI Fundamentals,TF,2.0,0.5,1.0,0.25,0.0,"E1, E3"
329,Databases and Information Systems,OE,1.0,1.0,0.5,0.5,50.0,"E1, E3"
330,Computer Systems and Architecture,MC,2.0,1.0,1.0,0.5,32.5,"E1, E3"
331,Databases and Information Systems,FB,2.0,2.0,1.0,1.0,100.0,E0
332,Computer Systems and Architecture,TF,2.0,1.0,1.0,0.5,32.5,"E11, E3"
333,Databases and Information Systems,FB,0.5,2.0,0.25,1.0,0.0,E0
334,Software Engineering and AI Fundamentals,MS,1.0,1.0,0.5,0.5,50.0,"E1, E3"
335,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
336,Databases and Information Systems,MS,1.0,1.0,0.5,0.5,50.0,"E1, E3"
337,Cybersecurity,TF,2.0,2.0,1.0,1.0,100.0,E0
338,Databases and Information Systems,MC,0.0,0.5,0.0,0.25,0.0,E1
339,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
340,Computer Systems and Architecture,MC,2.0,0.5,1.0,0.25,0.0,E1
341,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
342,Databases and Information Systems,FB,0.5,1.5,0.25,0.75,7.5,"E0, E1"
343,Software Engineering and AI Fundamentals,FB,0.0,1.0,0.0,0.5,0.0,"E1, E3"
344,Computer Systems and Architecture,MC,2.0,2.0,1.0,1.0,100.0,E0
345,Cybersecurity,TF,0.0,1.0,0.0,0.5,0.0,"E1, E3"
346,Computer Systems and Architecture,MS,2.0,2.0,1.0,1.0,100.0,E0
347,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
348,Cybersecurity,MC,2.0,2.0,1.0,1.0,100.0,E0
349,Data Structures and Algorithms,MS,0.0,1.5,0.0,0.75,0.0,"E0, E2"
350,Software Engineering and AI Fundamentals,MC,0.0,1.0,0.0,0.5,0.0,"E1, E3"
351,Computer Systems and Architecture,FB,0.0,0.5,0.0,0.25,0.0,E1
352,Software Engineering and AI Fundamentals,FB,1.0,2.0,0.5,1.0,32.5,E0
353,Computer Systems and Architecture,TF,2.0,2.0,1.0,1.0,100.0,E0
354,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
355,Cybersecurity,MC,0.0,1.0,0.0,0.5,0.0,E3
356,Data Structures and Algorithms,MS,0.0,2.0,0.0,1.0,0.0,E0
357,Data Structures and Algorithms,MC,0.0,0.5,0.0,0.25,0.0,E1
358,Data Structures and Algorithms,OE,1.0,2.0,0.5,1.0,32.5,E0
359,Software Engineering and AI Fundamentals,MS,0.0,1.0,0.0,0.5,0.0,E1
360,Software Engineering and AI Fundamentals,OE,1.5,2.0,0.75,1.0,66.25,E0
361,Software Engineering and AI Fundamentals,MS,2.0,1.0,1.0,0.5,32.5,E1
362,Software Engineering and AI Fundamentals,FB,0.0,1.0,0.0,0.5,0.0,"E1, E3"
363,Databases and Information Systems,TF,2.0,1.5,1.0,0.75,66.25,"E0, E3"
364,Software Engineering and AI Fundamentals,OE,1.0,1.5,0.5,0.75,41.25,"E0, E3"
365,Data Structures and Algorithms,MS,2.0,2.0,1.0,1.0,100.0,E0
366,Software Engineering and AI Fundamentals,OE,1.0,2.0,0.5,1.0,32.5,E0
367,Software Engineering and AI Fundamentals,FB,0.0,1.0,0.0,0.5,0.0,E3
368,Cybersecurity,TF,2.0,1.0,1.0,0.5,32.5,"E1, E3"
369,Software Engineering and AI Fundamentals,OE,1.5,1.0,0.75,0.5,41.25,E3
370,Data Structures and Algorithms,OE,2.0,2.0,1.0,1.0,100.0,E0
371,Data Structures and Algorithms,TF,0.0,1.0,0.0,0.5,0.0,"E1, E3"
372,Data Structures and Algorithms,MC,2.0,2.0,1.0,1.0,100.0,E0
373,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
374,Computer Systems and Architecture,OE,1.0,1.0,0.5,0.5,50.0,E3
375,Computer Systems and Architecture,MC,0.0,0.5,0.0,0.25,0.0,E1
376,Computer Systems and Architecture,MC,0.0,0.5,0.0,0.25,0.0,"E1, E3"
377,Computer Systems and Architecture,MC,2.0,2.0,1.0,1.0,100.0,E0
378,Software Engineering and AI Fundamentals,MC,2.0,1.0,1.0,0.5,32.5,"E3, E5"
379,Data Structures and Algorithms,OE,2.0,1.5,1.0,0.75,66.25,"E0, E3"
380,Computer Systems and Architecture,FB,2.0,2.0,1.0,1.0,100.0,E0
381,Software Engineering and AI Fundamentals,MS,1.0,1.0,0.5,0.5,50.0,"E1, E3"
382,Software Engineering and AI Fundamentals,MC,0.0,0.5,0.0,0.25,0.0,E1
383,Software Engineering and AI Fundamentals,MC,0.0,0.5,0.0,0.25,0.0,E1
384,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
385,Software Engineering and AI Fundamentals,TF,0.0,0.5,0.0,0.25,0.0,E1
386,Computer Systems and Architecture,FB,0.0,0.5,0.0,0.25,0.0,"E1, E3"
387,Computer Systems and Architecture,MC,0.0,0.5,0.0,0.25,0.0,E1
388,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
389,Cybersecurity,MC,0.0,1.0,0.0,0.5,0.0,"E1, E3"
390,Computer Systems and Architecture,MS,2.0,2.0,1.0,1.0,100.0,E0
391,Databases and Information Systems,FB,0.5,1.0,0.25,0.5,16.25,E3
392,Cybersecurity,TF,2.0,2.0,1.0,1.0,100.0,E0
393,Software Engineering and AI Fundamentals,TF,0.0,1.0,0.0,0.5,0.0,"E1, E3"
394,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
395,Computer Systems and Architecture,FB,0.0,1.5,0.0,0.75,0.0,"E0, E3"
396,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
397,Data Structures and Algorithms,MC,2.0,2.0,1.0,1.0,100.0,E0
398,Data Structures and Algorithms,MC,2.0,2.0,1.0,1.0,100.0,E0
399,Software Engineering and AI Fundamentals,MS,2.0,2.0,1.0,1.0,100.0,E0
400,Computer Systems and Architecture,TF,0.0,1.5,0.0,0.75,0.0,"E0, E1"
401,Data Structures and Algorithms,MS,0.0,1.0,0.0,0.5,0.0,E1
402,Computer Systems and Architecture,MS,0.0,1.5,0.0,0.75,0.0,"E0, E1"
403,Data Structures and Algorithms,MS,2.0,2.0,1.0,1.0,100.0,E0
404,Data Structures and Algorithms,MS,0.0,1.0,0.0,0.5,0.0,E1
405,Software Engineering and AI Fundamentals,TF,2.0,1.5,1.0,0.75,66.25,"E0, E3"
406,Software Engineering and AI Fundamentals,TF,0.0,0.5,0.0,0.25,0.0,E1
407,Databases and Information Systems,MS,0.0,2.0,0.0,1.0,0.0,E0
408,Cybersecurity,MS,2.0,2.0,1.0,1.0,100.0,E0
409,Databases and Information Systems,TF,2.0,1.5,1.0,0.75,66.25,"E0, E11"
410,Data Structures and Algorithms,FB,2.0,1.5,1.0,0.75,66.25,"E0, E3"
411,Software Engineering and AI Fundamentals,MS,0.0,1.0,0.0,0.5,0.0,E1
412,Software Engineering and AI Fundamentals,FB,0.5,1.0,0.25,0.5,16.25,E3
413,Data Structures and Algorithms,MS,2.0,2.0,1.0,1.0,100.0,E0
414,Software Engineering and AI Fundamentals,MC,2.0,1.0,1.0,0.5,32.5,"E11, E3"
415,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
416,Data Structures and Algorithms,FB,1.0,1.5,0.5,0.75,41.25,"E0, E3"
417,Cybersecurity,MC,2.0,0.0,1.0,0.0,0.0,E1
418,Software Engineering and AI Fundamentals,MS,0.0,1.0,0.0,0.5,0.0,"E1, E3"
419,Computer Systems and Architecture,FB,0.0,1.0,0.0,0.5,0.0,E3
420,Software Engineering and AI Fundamentals,TF,2.0,2.0,1.0,1.0,100.0,E0
421,Software Engineering and AI Fundamentals,TF,0.0,1.0,0.0,0.5,0.0,E3
422,Software Engineering and AI Fundamentals,OE,1.0,1.0,0.5,0.5,50.0,E3
423,Software Engineering and AI Fundamentals,FB,2.0,2.0,1.0,1.0,100.0,E0
424,Computer Systems and Architecture,OE,1.0,1.5,0.5,0.75,41.25,"E0, E3"
425,Cybersecurity,MS,2.0,2.0,1.0,1.0,100.0,E0
426,Software Engineering and AI Fundamentals,OE,0.5,1.0,0.25,0.5,16.25,E3
427,Data Structures and Algorithms,MC,2.0,1.0,1.0,0.5,32.5,E3
428,Software Engineering and AI Fundamentals,MS,2.0,2.0,1.0,1.0,100.0,E0
429,Software Engineering and AI Fundamentals,MC,0.0,1.0,0.0,0.5,0.0,E3
430,Software Engineering and AI Fundamentals,MS,2.0,1.0,1.0,0.5,32.5,E3
431,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
432,Databases and Information Systems,MS,2.0,2.0,1.0,1.0,100.0,E0
433,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
434,Computer Systems and Architecture,TF,2.0,1.0,1.0,0.5,32.5,"E1, E3"
435,Data Structures and Algorithms,MC,2.0,2.0,1.0,1.0,100.0,E0
436,Databases and Information Systems,MC,0.0,0.5,0.0,0.25,0.0,E1
437,Software Engineering and AI Fundamentals,FB,0.0,0.5,0.0,0.25,0.0,E1
438,Data Structures and Algorithms,TF,0.0,0.5,0.0,0.25,0.0,E1
439,Computer Systems and Architecture,OE,0.0,0.5,0.0,0.25,0.0,E1
440,Databases and Information Systems,OE,0.5,0.5,0.25,0.25,25.0,E1
441,Databases and Information Systems,FB,2.0,2.0,1.0,1.0,100.0,E0
442,Computer Systems and Architecture,TF,2.0,0.5,1.0,0.25,0.0,E1
443,Data Structures and Algorithms,FB,2.0,1.5,1.0,0.75,66.25,"E0, E3"
444,Software Engineering and AI Fundamentals,OE,0.0,0.5,0.0,0.25,0.0,E1
445,Computer Systems and Architecture,TF,0.0,0.5,0.0,0.25,0.0,E1
446,Computer Systems and Architecture,TF,0.0,0.0,0.0,0.0,0.0,"E1, E2"
447,Software Engineering and AI Fundamentals,MS,2.0,1.0,1.0,0.5,32.5,E3
448,Computer Systems and Architecture,MS,1.0,1.0,0.5,0.5,50.0,E1
449,Cybersecurity,FB,0.0,0.5,0.0,0.25,0.0,E1
450,Computer Systems and Architecture,MC,0.0,0.5,0.0,0.25,0.0,E1
451,Computer Systems and Architecture,MC,2.0,2.0,1.0,1.0,100.0,E0
452,Software Engineering and AI Fundamentals,MS,1.0,1.0,0.5,0.5,50.0,E1
453,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
454,Computer Systems and Architecture,MS,2.0,2.0,1.0,1.0,100.0,E0
455,Computer Systems and Architecture,FB,0.0,0.5,0.0,0.25,0.0,"E1, E3"
456,Software Engineering and AI Fundamentals,OE,0.5,1.0,0.25,0.5,16.25,E3
457,Software Engineering and AI Fundamentals,MC,2.0,1.0,1.0,0.5,32.5,E3
458,Software Engineering and AI Fundamentals,FB,1.5,1.5,0.75,0.75,75.0,"E0, E3"
459,Computer Systems and Architecture,MS,0.0,1.5,0.0,0.75,0.0,"E0, E1"
460,Data Structures and Algorithms,OE,1.0,1.0,0.5,0.5,50.0,"E1, E3"
461,Software Engineering and AI Fundamentals,FB,2.0,2.0,1.0,1.0,100.0,E0
462,Software Engineering and AI Fundamentals,MS,0.0,2.0,0.0,1.0,0.0,E0
463,Software Engineering and AI Fundamentals,TF,0.0,0.5,0.0,0.25,0.0,E1
464,Cybersecurity,MC,2.0,0.5,1.0,0.25,0.0,"E1, E3"
465,Cybersecurity,MC,0.0,1.0,0.0,0.5,0.0,"E1, E3"
466,Data Structures and Algorithms,TF,2.0,1.0,1.0,0.5,32.5,"E1, E11"
467,Databases and Information Systems,OE,0.5,0.5,0.25,0.25,25.0,E1
468,Databases and Information Systems,MS,0.0,1.0,0.0,0.5,0.0,E1
469,Computer Systems and Architecture,FB,0.0,1.0,0.0,0.5,0.0,E3
470,Data Structures and Algorithms,OE,2.0,1.5,1.0,0.75,66.25,"E0, E3"
471,Data Structures and Algorithms,TF,2.0,1.5,1.0,0.75,66.25,"E0, E1"
472,Software Engineering and AI Fundamentals,OE,1.5,1.5,0.75,0.75,75.0,"E0, E3"
473,Software Engineering and AI Fundamentals,OE,1.0,2.0,0.5,1.0,32.5,E0
474,Software Engineering and AI Fundamentals,FB,1.0,1.5,0.5,0.75,41.25,"E0, E3"
475,Cybersecurity,MC,0.0,1.0,0.0,0.5,0.0,E3
476,Cybersecurity,MS,2.0,2.0,1.0,1.0,100.0,E0
477,Cybersecurity,TF,2.0,2.0,1.0,1.0,100.0,E0
478,Software Engineering and AI Fundamentals,TF,0.0,1.0,0.0,0.5,0.0,E1
479,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
480,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
481,Computer Systems and Architecture,MS,0.0,1.0,0.0,0.5,0.0,"E1, E3"
482,Computer Systems and Architecture,TF,0.0,1.0,0.0,0.5,0.0,"E3, E8"
483,Data Structures and Algorithms,TF,2.0,1.5,1.0,0.75,66.25,"E0, E1"
484,Data Structures and Algorithms,FB,0.0,0.5,0.0,0.25,0.0,E1
485,Cybersecurity,MS,0.0,0.5,0.0,0.25,0.0,E1
486,Software Engineering and AI Fundamentals,TF,2.0,2.0,1.0,1.0,100.0,E0
487,Cybersecurity,MC,2.0,1.0,1.0,0.5,32.5,E3
488,Cybersecurity,FB,2.0,2.0,1.0,1.0,100.0,E0
489,Databases and Information Systems,MS,0.0,1.0,0.0,0.5,0.0,E3
490,Cybersecurity,TF,2.0,2.0,1.0,1.0,100.0,E0
491,Software Engineering and AI Fundamentals,OE,0.5,0.5,0.25,0.25,25.0,"E1, E3"
492,Software Engineering and AI Fundamentals,OE,0.0,0.5,0.0,0.25,0.0,E1
493,Computer Systems and Architecture,OE,1.0,1.0,0.5,0.5,50.0,E3
494,Computer Systems and Architecture,OE,1.0,2.0,0.5,1.0,32.5,E0
495,Data Structures and Algorithms,MS,2.0,2.0,1.0,1.0,100.0,E0
496,Data Structures and Algorithms,FB,2.0,1.5,1.0,0.75,66.25,"E0, E3"
497,Databases and Information Systems,MS,0.0,0.5,0.0,0.25,0.0,"E1, E3"
498,Computer Systems and Architecture,MS,1.0,1.0,0.5,0.5,50.0,"E2, E3"
499,Databases and Information Systems,TF,0.0,0.5,0.0,0.25,0.0,E1
500,Databases and Information Systems,FB,0.0,1.0,0.0,0.5,0.0,"E1, E3"
501,Data Structures and Algorithms,MC,2.0,2.0,1.0,1.0,100.0,E0
502,Data Structures and Algorithms,MC,2.0,2.0,1.0,1.0,100.0,E0
503,Data Structures and Algorithms,TF,0.0,1.0,0.0,0.5,0.0,"E1, E3"
504,Cybersecurity,TF,2.0,2.0,1.0,1.0,100.0,E0
505,Computer Systems and Architecture,MC,0.0,1.0,0.0,0.5,0.0,E1
506,Software Engineering and AI Fundamentals,OE,2.0,2.0,1.0,1.0,100.0,E0
507,Data Structures and Algorithms,FB,0.0,0.0,0.0,0.0,0.0,"E1, E2"
508,Data Structures and Algorithms,MC,2.0,2.0,1.0,1.0,100.0,E0
509,Software Engineering and AI Fundamentals,FB,0.0,0.5,0.0,0.25,0.0,"E11, E3"
510,Data Structures and Algorithms,OE,1.0,1.5,0.5,0.75,41.25,"E0, E3"
511,Data Structures and Algorithms,FB,1.0,1.0,0.5,0.5,50.0,E3
512,Cybersecurity,MC,2.0,2.0,1.0,1.0,100.0,E0
513,Data Structures and Algorithms,FB,0.0,0.5,0.0,0.25,0.0,"E1, E8"
514,Data Structures and Algorithms,MS,0.0,1.0,0.0,0.5,0.0,E1
515,Software Engineering and AI Fundamentals,TF,2.0,2.0,1.0,1.0,100.0,E0
516,Data Structures and Algorithms,TF,0.0,0.5,0.0,0.25,0.0,E1
517,Data Structures and Algorithms,FB,0.0,0.5,0.0,0.25,0.0,"E1, E3"
518,Databases and Information Systems,OE,1.0,1.0,0.5,0.5,50.0,E3
519,Cybersecurity,MC,2.0,2.0,1.0,1.0,100.0,E0
520,Databases and Information Systems,MC,2.0,1.0,1.0,0.5,32.5,"E1, E3"
521,Computer Systems and Architecture,MC,2.0,0.5,1.0,0.25,0.0,"E3, E7"
522,Computer Systems and Architecture,FB,2.0,2.0,1.0,1.0,100.0,E0
523,Data Structures and Algorithms,TF,0.0,0.5,0.0,0.25,0.0,E1
524,Software Engineering and AI Fundamentals,FB,0.5,0.5,0.25,0.25,25.0,E1
525,Software Engineering and AI Fundamentals,OE,0.0,1.0,0.0,0.5,0.0,"E1, E3"
526,Cybersecurity,MC,0.0,0.5,0.0,0.25,0.0,"E1, E3"
527,Software Engineering and AI Fundamentals,MC,0.0,0.5,0.0,0.25,0.0,E1
528,Software Engineering and AI Fundamentals,OE,1.0,1.0,0.5,0.5,50.0,E3
529,Computer Systems and Architecture,TF,0.0,2.0,0.0,1.0,0.0,E0
530,Databases and Information Systems,MC,0.0,0.5,0.0,0.25,0.0,E1
531,Databases and Information Systems,OE,1.0,1.0,0.5,0.5,50.0,E3
532,Computer Systems and Architecture,TF,0.0,2.0,0.0,1.0,0.0,E0
533,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
534,Cybersecurity,MS,2.0,1.5,1.0,0.75,66.25,"E0, E11"
535,Software Engineering and AI Fundamentals,TF,2.0,0.5,1.0,0.25,0.0,E1
536,Software Engineering and AI Fundamentals,TF,2.0,1.5,1.0,0.75,66.25,"E0, E1"
537,Databases and Information Systems,FB,0.0,1.0,0.0,0.5,0.0,E3
538,Data Structures and Algorithms,MC,2.0,2.0,1.0,1.0,100.0,"E0, E11"
539,Data Structures and Algorithms,FB,0.0,1.0,0.0,0.5,0.0,E3
540,Software Engineering and AI Fundamentals,MS,0.0,1.5,0.0,0.75,0.0,"E0, E1"
541,Databases and Information Systems,MS,2.0,1.0,1.0,0.5,32.5,E1
542,Databases and Information Systems,MC,2.0,1.5,1.0,0.75,66.25,"E0, E1"
543,Data Structures and Algorithms,OE,1.0,1.5,0.5,0.75,41.25,"E0, E3"
544,Software Engineering and AI Fundamentals,MS,2.0,2.0,1.0,1.0,100.0,E0
545,Databases and Information Systems,TF,0.0,0.0,0.0,0.0,0.0,E1
546,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
547,Data Structures and Algorithms,OE,1.5,2.0,0.75,1.0,66.25,E0
548,Computer Systems and Architecture,MC,0.0,0.5,0.0,0.25,0.0,E1
549,Computer Systems and Architecture,MS,2.0,2.0,1.0,1.0,100.0,E0
550,Cybersecurity,MS,0.0,1.0,0.0,0.5,0.0,E3
551,Data Structures and Algorithms,FB,2.0,1.5,1.0,0.75,66.25,"E0, E3"
552,Computer Systems and Architecture,MC,2.0,2.0,1.0,1.0,100.0,E0
553,Cybersecurity,TF,0.0,0.5,0.0,0.25,0.0,E1
554,Software Engineering and AI Fundamentals,OE,0.5,1.0,0.25,0.5,16.25,E1
555,Cybersecurity,FB,0.5,1.0,0.25,0.5,16.25,"E1, E8"
556,Software Engineering and AI Fundamentals,OE,1.0,1.0,0.5,0.5,50.0,"E1, E3"
557,Computer Systems and Architecture,MC,0.0,2.0,0.0,1.0,0.0,E0
558,Data Structures and Algorithms,MC,0.0,0.5,0.0,0.25,0.0,E1
559,Databases and Information Systems,MC,2.0,1.5,1.0,0.75,66.25,"E0, E3"
560,Computer Systems and Architecture,FB,1.5,2.0,0.75,1.0,66.25,E0
561,Software Engineering and AI Fundamentals,MC,0.0,0.0,0.0,0.0,0.0,E1
562,Data Structures and Algorithms,OE,1.0,1.5,0.5,0.75,41.25,"E0, E9"
563,Data Structures and Algorithms,FB,1.0,1.5,0.5,0.75,41.25,"E0, E3"
564,Software Engineering and AI Fundamentals,OE,0.0,0.5,0.0,0.25,0.0,E1
565,Data Structures and Algorithms,MC,2.0,1.5,1.0,0.75,66.25,"E0, E3"
566,Cybersecurity,FB,2.0,2.0,1.0,1.0,100.0,E0
567,Databases and Information Systems,FB,0.0,0.0,0.0,0.0,0.0,"E1, E4"
568,Data Structures and Algorithms,MS,0.0,1.0,0.0,0.5,0.0,"E1, E3"
569,Software Engineering and AI Fundamentals,TF,2.0,1.5,1.0,0.75,66.25,"E0, E3"
570,Software Engineering and AI Fundamentals,MC,2.0,1.0,1.0,0.5,32.5,E3
571,Software Engineering and AI Fundamentals,FB,2.0,2.0,1.0,1.0,100.0,E0
572,Data Structures and Algorithms,OE,1.5,1.5,0.75,0.75,75.0,"E0, E3"
573,Cybersecurity,MC,2.0,2.0,1.0,1.0,100.0,E0
574,Software Engineering and AI Fundamentals,TF,0.0,0.5,0.0,0.25,0.0,E1
575,Cybersecurity,FB,2.0,1.0,1.0,0.5,32.5,"E3, E9"
576,Databases and Information Systems,MS,2.0,1.0,1.0,0.5,32.5,E1
577,Databases and Information Systems,MC,0.0,0.5,0.0,0.25,0.0,E1
578,Data Structures and Algorithms,OE,0.0,0.0,0.0,0.0,0.0,"E4, E7"
579,Computer Systems and Architecture,MS,2.0,1.5,1.0,0.75,66.25,"E0, E3"
580,Data Structures and Algorithms,OE,1.0,1.0,0.5,0.5,50.0,E3
581,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
582,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
583,Databases and Information Systems,TF,2.0,2.0,1.0,1.0,100.0,E0
584,Data Structures and Algorithms,TF,2.0,1.0,1.0,0.5,32.5,"E1, E3"
585,Computer Systems and Architecture,MC,0.0,0.5,0.0,0.25,0.0,"E1, E3"
586,Software Engineering and AI Fundamentals,MC,0.0,1.0,0.0,0.5,0.0,E3
587,Data Structures and Algorithms,MC,2.0,0.5,1.0,0.25,0.0,E1
588,Data Structures and Algorithms,OE,1.0,1.0,0.5,0.5,50.0,E3
589,Software Engineering and AI Fundamentals,OE,1.0,1.0,0.5,0.5,50.0,"E3, E9"
590,Cybersecurity,FB,0.0,0.5,0.0,0.25,0.0,"E1, E3"
591,Data Structures and Algorithms,TF,2.0,1.5,1.0,0.75,66.25,"E0, E1"
592,Software Engineering and AI Fundamentals,FB,2.0,2.0,1.0,1.0,100.0,E0
593,Software Engineering and AI Fundamentals,TF,2.0,1.0,1.0,0.5,32.5,E1
594,Computer Systems and Architecture,OE,0.0,1.0,0.0,0.5,0.0,E3
595,Databases and Information Systems,FB,2.0,1.5,1.0,0.75,66.25,"E0, E3"
596,Data Structures and Algorithms,FB,0.0,1.0,0.0,0.5,0.0,E3
597,Databases and Information Systems,OE,0.5,1.0,0.25,0.5,16.25,"E1, E3"
598,Cybersecurity,FB,1.0,1.5,0.5,0.75,41.25,"E0, E8"
599,Cybersecurity,MS,2.0,2.0,1.0,1.0,100.0,E0
600,Data Structures and Algorithms,OE,1.0,1.0,0.5,0.5,50.0,E3
601,Cybersecurity,OE,1.0,1.0,0.5,0.5,50.0,E3
602,Software Engineering and AI Fundamentals,TF,2.0,0.5,1.0,0.25,0.0,E1
603,Databases and Information Systems,FB,0.0,0.5,0.0,0.25,0.0,E1
604,Software Engineering and AI Fundamentals,TF,2.0,2.0,1.0,1.0,100.0,E0
605,Cybersecurity,MC,2.0,2.0,1.0,1.0,100.0,E0
606,Cybersecurity,MC,0.0,0.5,0.0,0.25,0.0,E1
607,Data Structures and Algorithms,FB,1.5,2.0,0.75,1.0,66.25,E0
608,Computer Systems and Architecture,OE,1.5,1.5,0.75,0.75,75.0,"E0, E3"
609,Computer Systems and Architecture,TF,0.0,1.0,0.0,0.5,0.0,"E1, E3"
610,Computer Systems and Architecture,TF,2.0,1.0,1.0,0.5,32.5,E1
611,Databases and Information Systems,FB,0.0,0.5,0.0,0.25,0.0,"E1, E7"
612,Data Structures and Algorithms,OE,1.5,1.5,0.75,0.75,75.0,"E0, E3"
613,Software Engineering and AI Fundamentals,FB,2.0,1.5,1.0,0.75,66.25,"E0, E3"
614,Computer Systems and Architecture,OE,0.0,0.5,0.0,0.25,0.0,"E1, E7"
615,Data Structures and Algorithms,FB,1.0,1.5,0.5,0.75,41.25,"E0, E8"
616,Software Engineering and AI Fundamentals,OE,2.0,2.0,1.0,1.0,100.0,E0
617,Databases and Information Systems,OE,1.0,1.0,0.5,0.5,50.0,"E1, E3"
618,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
619,Data Structures and Algorithms,FB,0.0,2.0,0.0,1.0,0.0,E0
620,Software Engineering and AI Fundamentals,OE,1.0,1.5,0.5,0.75,41.25,"E0, E3"
621,Software Engineering and AI Fundamentals,FB,1.5,1.5,0.75,0.75,75.0,"E0, E3"
622,Computer Systems and Architecture,OE,1.0,1.5,0.5,0.75,41.25,"E0, E3"
623,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
624,Databases and Information Systems,TF,2.0,2.0,1.0,1.0,100.0,E0
625,Data Structures and Algorithms,MS,0.0,1.5,0.0,0.75,0.0,"E0, E3"
626,Data Structures and Algorithms,MC,2.0,2.0,1.0,1.0,100.0,E0
627,Data Structures and Algorithms,MC,0.0,0.5,0.0,0.25,0.0,E1
628,Cybersecurity,TF,0.0,1.0,0.0,0.5,0.0,"E1, E3"
629,Software Engineering and AI Fundamentals,MC,2.0,1.5,1.0,0.75,66.25,"E0, E1"
630,Software Engineering and AI Fundamentals,TF,0.0,2.0,0.0,1.0,0.0,E0
631,Computer Systems and Architecture,MS,0.0,1.0,0.0,0.5,0.0,"E1, E7"
632,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
633,Software Engineering and AI Fundamentals,FB,1.0,2.0,0.5,1.0,32.5,E0
634,Computer Systems and Architecture,MS,0.0,2.0,0.0,1.0,0.0,E0
635,Computer Systems and Architecture,FB,0.0,1.0,0.0,0.5,0.0,E3
636,Computer Systems and Architecture,TF,0.0,0.0,0.0,0.0,0.0,E1
637,Computer Systems and Architecture,TF,2.0,1.0,1.0,0.5,32.5,"E1, E3"
638,Data Structures and Algorithms,MS,0.0,1.5,0.0,0.75,0.0,"E0, E1"
639,Data Structures and Algorithms,TF,0.0,2.0,0.0,1.0,0.0,E0
640,Cybersecurity,TF,2.0,2.0,1.0,1.0,100.0,E0
641,Data Structures and Algorithms,FB,2.0,2.0,1.0,1.0,100.0,E0
642,Software Engineering and AI Fundamentals,MC,2.0,2.0,1.0,1.0,100.0,E0
643,Cybersecurity,TF,2.0,2.0,1.0,1.0,100.0,E0
644,Cybersecurity,FB,1.0,1.0,0.5,0.5,50.0,E3
645,Computer Systems and Architecture,TF,2.0,1.0,1.0,0.5,32.5,"E1, E3"
646,Data Structures and Algorithms,MC,2.0,2.0,1.0,1.0,100.0,E0
647,Computer Systems and Architecture,OE,2.0,2.0,1.0,1.0,100.0,E0
648,Data Structures and Algorithms,TF,2.0,2.0,1.0,1.0,100.0,E0
649,Software Engineering and AI Fundamentals,TF,2.0,1.0,1.0,0.5,32.5,"E1, E3"
650,Computer Systems and Architecture,TF,2.0,0.5,1.0,0.25,0.0,E1
651,Software Engineering and AI Fundamentals,TF,2.0,2.0,1.0,1.0,100.0,E0
652,Databases and Information Systems,MC,0.0,0.5,0.0,0.25,0.0,E1
653,Data Structures and Algorithms,FB,1.5,1.5,0.75,0.75,75.0,"E0, E3"
654,Data Structures and Algorithms,MC,0.0,1.0,0.0,0.5,0.0,E1
655,Cybersecurity,OE,1.0,2.0,0.5,1.0,32.5,E0
656,Databases and Information Systems,MS,1.0,1.0,0.5,0.5,50.0,E1
657,Software Engineering and AI Fundamentals,MS,0.0,1.0,0.0,0.5,0.0,E3
658,Computer Systems and Architecture,TF,0.0,0.5,0.0,0.25,0.0,E1
